url,success,stripe_detected,stripe_code,error_code
https://abolitionistlawcenter.org/litigation/,True,False,,
https://abolitionistlawcenter.org/access-to-democracy/,True,False,,
https://abolitionistlawcenter.org/policing/,True,False,,
https://abolitionistlawcenter.org/,True,False,,
https://abolitionistlawcenter.org/health-and-environmental-conditions/,True,False,,
https://abolitionistlawcenter.org/political-rights/,True,False,,
https://abolitionistlawcenter.org/release-from-prison/,True,False,,
https://abcinc.org/donate/events/celebrating-abilities/,True,False,,
https://abolitionistlawcenter.org/probation_parole_pretrialdetention/,True,False,,
https://abolitionistlawcenter.org/philly-jails-campaign/,True,False,,
https://abolitionistlawcenter.org/allegheny-county-jail/,True,False,,
https://abolitionistlawcenter.org/ending-death-by-incarceration/,True,False,,
https://abolitionistlawcenter.org/ending-solitary-confinement-in-pa/,True,False,,
https://abolitionistlawcenter.org/core-campaigns/,True,False,,
https://abolitionistlawcenter.org/our-work/,True,False,,
https://abolitionistlawcenter.org/privacy-policy-2/,True,False,,
https://abolitionistlawcenter.org/financial-info/,True,False,,
https://abolitionistlawcenter.org/jobs-and-internships/,True,False,,
https://abolitionistlawcenter.org/staff-and-board/,True,False,,
https://abolitionistlawcenter.org/about-us/,True,False,,
https://abcinc.org/donate/events/on-the-tee-with-abc/,True,False,,
https://abcinc.org/donate/events/,True,False,,
https://abcinc.org/donate/volunteer/,True,False,,
https://abcinc.org/donate/,True,False,,
https://abcinc.org/ability-built-computers/eligibility-information-for-organizations/,True,False,,
https://abcinc.org/ability-built-computers/,True,False,,
https://abcinc.org/programs/abc-works/,True,False,,
https://abcinc.org/programs/woodland-industries/,True,False,,
https://abcinc.org/programs/vocational-evaluation/,True,False,,
https://abcinc.org/programs/supported-employment/,True,False,,
https://abcinc.org/programs/independent-living-skills-and-semi-independent-living-skills/,True,False,,
https://abcinc.org/programs/community-based-competitive-placement/,True,False,,
https://abcinc.org/programs/center-based-employment/,True,False,,
https://abcinc.org/?page_id=253,False,,,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
https://abcinc.org/programs/ability-options/,True,False,,
https://abcinc.org/programs/ability-enterprises/,True,False,,
https://abcinc.org/business-services/subcontract-at-abc-and-outsource-in-your-community/,True,False,,
https://abcinc.org/business-services/small-change-diaper-service/,True,False,,
https://abcinc.org/business-services/pay-your-abc-invoice-online/,True,False,,
https://abcinc.org/business-services/hire-someone-from-abc/,True,False,,
https://abcinc.org/business-services/abc-business-partners/,True,False,,
https://abcinc.org/,True,False,,
https://aawconline.memberclicks.net/privacy_policy,True,False,,
https://abcinc.org/news/annual-reports/,True,False,,
https://aawconline.memberclicks.net/join-the-aawc,True,False,,
https://abcinc.org/news/,True,False,,
https://aawconline.memberclicks.net/vtail-app,True,False,,
https://abcinc.org/history-of-abc/stafflinks/,True,False,,
https://abcinc.org/history-of-abc/title-vi-civil-rights/title-iv-civil-rights-language-assistance-plan/,True,False,,
https://aawconline.memberclicks.net/index.php?option=com_jevents,True,False,,
https://aawconline.memberclicks.net/login,True,False,,
https://abcinc.org/history-of-abc/title-vi-civil-rights/title-iv-civil-rights-complaint-procedures/,True,False,,
https://aawconline.memberclicks.net/webinars,True,False,,
https://abcinc.org/history-of-abc/title-vi-civil-rights/,True,False,,
https://aawconline.memberclicks.net/journal-clu,True,False,,
https://aawconline.memberclicks.net/pressure-ulcer-summit-on-demand,True,False,,
https://abcinc.org/history-of-abc/staff/,True,False,,
https://aawconline.memberclicks.net/2022-annual-conference,True,False,,
https://aawconline.memberclicks.net/official-conferences,True,False,,
https://abcinc.org/history-of-abc/eeo/,True,False,,
https://aawconline.memberclicks.net/event-calendar,True,False,,
https://aawconline.memberclicks.net/wounds-in-need,True,False,,
https://aawconline.memberclicks.net/publications,True,False,,
https://abcinc.org/history-of-abc/careers-at-abc/,True,False,,
https://aawconline.memberclicks.net/aawc-fellow-designation,True,False,,
https://aawconline.memberclicks.net/volunteer,True,False,,
https://abcinc.org/board-of-directors/,True,False,,
https://aawconline.memberclicks.net/trip-database-page,True,False,,
https://aawconline.memberclicks.net/speakers-bureau,True,False,,
https://abcinc.org/history-of-abc/,True,False,,
https://aawconline.memberclicks.net/aawc-awards,True,False,,
https://aawconline.memberclicks.net/,True,False,,
https://abetterwisconsininstitute.org/reports/,True,False,,
https://abetterwisconsininstitute.org/,True,False,,
https://aawconline.memberclicks.net/quick-care-tips,True,False,,
https://aawconline.memberclicks.net/member-spotlight,True,False,,
https://www.abide.org/kids-ministry,True,False,,
https://aawconline.memberclicks.net/distinguished-members,True,False,,
https://aawconline.memberclicks.net/corporate-manufacturer-members,True,False,,
https://aawconline.memberclicks.net/join,True,False,,
https://www.abide.org/,True,False,,
https://www.abccvc.org/Terms,True,False,,
https://aawconline.memberclicks.net/member-benefits-and-options,True,False,,
https://aawconline.memberclicks.net/our-history,True,False,,
http://www.abccvc.org/,True,False,,
https://aawconline.memberclicks.net/testimonials,True,False,,
https://aawconline.memberclicks.net/advocacy,True,False,,
https://aawconline.memberclicks.net/donate,True,False,,
https://www.abide.org/blank-page-1,True,False,,
https://aawconline.memberclicks.net/sponsorship,True,False,,
https://aawconline.memberclicks.net/contact-us,True,False,,
https://aawconline.memberclicks.net/aawc-committees,True,False,,
https://aawconline.memberclicks.net/board-of-directors,True,False,,
https://aawconline.memberclicks.net/index.php?option=com_mclogin&view=mclogin&return=aHR0cHM6Ly9hYXdjb25saW5lLm1lbWJlcmNsaWNrcy5uZXQvbWVtYmVycy1vbmx5P3NlcnZJZD03MDI4,True,False,,
https://www.abide.org/prayer-groups,True,False,,
https://www.abide.org/calendar,True,False,,
https://www.abccvc.org/Business-Development/ABC-CVC-Firms-Hiring,True,False,,
https://www.abide.org/statement-of-faith,True,False,,
https://www.abide.org/leadership,True,False,,
https://www.abccvc.org/Business-Development/Accredited-Quality-Contractors-AQC,True,False,,
https://www.abccvc.org/Business-Development/Excellence-in-Construction,True,False,,
https://www.abccvc.org/Business-Development,True,False,,
https://www.abccvc.org/Government-Affairs/ABC-PAC,True,False,,
https://www.abccvc.org/Login?returnurl=%2f,False,,,<twisted.python.failure.Failure scrapy.exceptions.IgnoreRequest: Forbidden by robots.txt>
https://www.abccvc.org/Government-Affairs,True,False,,
https://www.abccvc.org/Membership/Join-Now,True,False,,
https://www.abccvc.org/Membership,True,False,,
https://www.abccvc.org/Education/Custom-and-In-House-Training,True,False,,
https://www.abccvc.org/Education/Apprenticeship-Training-Fund,True,False,,
https://abionline.org/wp/wp-login.php?action=lostpassword,True,False,,
https://www.abcap.net/events.html,True,False,,
https://www.abccvc.org/Education/Apprenticeship-and-Craft-Training,True,False,,
https://www.abccvc.org/Education,True,False,,
https://www.abccvc.org/Membership/Join-Now/New-Member-Application,True,False,,
https://www.abccvc.org/Safety,True,False,,
https://www.abcap.net/careers.html,True,False,,
https://www.abccvc.org/ABC/ABC-CVC-Board-of-Directors,True,False,,
https://www.abcap.net/southern-buckeye-safety-council.html,True,False,,
https://www.abccvc.org/ABC/Contact-Us,True,False,,
https://www.abccvc.org/ABC/Mission-Statement,True,False,,
https://www.abccvc.org/ABC/Staff,True,False,,
https://www.abcap.net/adams-brown-mobility.html,True,False,,
https://www.abccvc.org/ABC/About-Us,True,False,,
https://www.abccvc.org/,True,False,,
https://www.abccvc.org/ABC/status/404?OriginalUrl=default.aspx?tabid=13246,True,False,,
https://www.abcap.net/home-relief-program.html,True,False,,
https://www.abcap.net/,True,False,,
https://abatemn.org/contact,True,False,,
https://www.abcap.net/recycling-services.html,True,False,,
https://www.abcap.net/clinic-and-wic.html,True,False,,
https://www.abcap.net/ada.html,True,False,,
https://www.abcap.net/title-vi-complaint-form.html,True,False,,
https://www.abcap.net/services-for-seniors.html,True,False,,
https://www.abcap.net/business-department.html,True,False,,
https://abatemn.org/event-tickets,True,False,,
https://www.abcap.net/employment--training-services.html,True,False,,
https://www.abcap.net/housing-services.html,True,False,,
https://www.abcap.net/early-head-start.html,True,False,,
https://www.abcap.net/home-energy-services.html,True,False,,
https://www.abcap.net/head-start.html,True,False,,
https://www.abcap.net/early-intervention.html,True,False,,
https://abatemn.org/node/75,False,,,<twisted.python.failure.Failure scrapy.spidermiddlewares.httperror.HttpError: Ignoring non-200 response>
https://www.abcap.net/early-childhood-services.html,True,False,,
https://www.abcap.net/services.html,True,False,,
https://www.abcap.net/about.html,True,False,,
https://abatemn.org/newsletter-signup2,True,False,,
https://abatemn.org/list-of-events,True,False,,
https://abatemn.org/contact-us,True,False,,
https://abatemn.org/node/157,True,False,,
https://abatemn.org/list-of-news-articles,True,False,,
https://abatemn.org/node/131,True,False,,
https://abatemn.org/road-noise-2020,True,False,,
https://abatemn.org/2021-road-noise,True,False,,
https://abatemn.org/2022-road-noise,True,False,,
https://abatemn.org/2023-road-noise,True,False,,
https://abatemn.org/2024-road-noise,True,False,,
https://abatemn.org/all-products,True,False,,
https://abatemn.org/node/102,True,False,,
https://abatemn.org/node/27,True,False,,
https://abatemn.org/node/30,True,False,,
https://abatemn.org/node/56,True,False,,
